edge_id,u,v,key,length,highway_type,speed_limit,num_lanes,has_cycleway,has_bike_lane,is_oneway,has_name,num_points,sinuosity,accident_count,has_accident,risk_from_accidents,calculated_risk_score,risk_category
1369105724_1541855790_0,1369105724,1541855790,0,88.064,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105724_11627709217_0,1369105724,11627709217,0,21.942,residential,50,1,0,0,1,1,3,21.942,0,0,bajo,0.44000000000000006,medio
1369105735_11810399435_0,1369105735,11810399435,0,9.804,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105737_6463289103_0,1369105737,6463289103,0,36.869,pedestrian,50,1,0,0,0,1,2,1.0,0,0,bajo,0.56,medio
1369105737_1579128348_0,1369105737,1579128348,0,35.15,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105737_1579128344_0,1369105737,1579128344,0,81.062,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105737_1460325835_0,1369105737,1460325835,0,76.262,pedestrian,50,1,0,0,0,1,3,76.262,0,0,bajo,0.56,medio
1369105738_1460325480_0,1369105738,1460325480,0,19.622,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105738_8393535326_0,1369105738,8393535326,0,35.925000000000004,service,50,1,0,0,0,0,7,35.925000000000004,0,0,bajo,0.56,medio
1369105744_1369105750_0,1369105744,1369105750,0,12.082,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105744_11627378895_0,1369105744,11627378895,0,68.996,residential,50,1,0,0,1,1,3,68.996,0,0,bajo,0.44000000000000006,medio
1369105745_11810326831_0,1369105745,11810326831,0,8.269,tertiary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.48000000000000004,medio
1369105745_12154299827_0,1369105745,12154299827,0,2.997,residential,50,5,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105745_1705355735_0,1369105745,1705355735,0,12.843,tertiary,50,5,0,0,0,1,2,1.0,0,0,bajo,0.48000000000000004,medio
1369105748_1223706878_0,1369105748,1223706878,0,79.95,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105748_1369105760_0,1369105748,1369105760,0,33.81,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105748_7967326870_0,1369105748,7967326870,0,86.902,pedestrian,50,1,0,0,0,1,3,86.902,0,0,bajo,0.56,medio
1369105750_1369529306_0,1369105750,1369529306,0,83.798,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105750_1339256758_0,1369105750,1339256758,0,89.229,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105757_1369105762_0,1369105757,1369105762,0,90.064,tertiary,50,4,0,0,0,1,2,1.0,0,0,bajo,0.48000000000000004,medio
1369105757_1705355735_0,1369105757,1705355735,0,130.414,tertiary,50,5,0,0,0,1,3,130.414,0,0,bajo,0.48000000000000004,medio
1369105759_12032015762_0,1369105759,12032015762,0,2.984,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105759_325769979_0,1369105759,325769979,0,8.931,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105759_12154282235_0,1369105759,12154282235,0,7.554,residential,50,2,0,0,1,1,3,7.554,0,0,bajo,0.44000000000000006,medio
1369105760_1369105748_0,1369105760,1369105748,0,33.81,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105760_1579128348_0,1369105760,1579128348,0,54.961,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105760_1460325701_0,1369105760,1460325701,0,65.81,pedestrian,50,1,0,0,0,1,3,65.81,0,0,bajo,0.56,medio
1369105762_11810326828_0,1369105762,11810326828,0,9.271,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105762_1369105723_0,1369105762,1369105723,0,84.003,tertiary,50,4,0,0,0,1,2,1.0,0,0,bajo,0.48000000000000004,medio
1369105762_1369105757_0,1369105762,1369105757,0,90.064,tertiary,50,4,0,0,0,1,2,1.0,0,0,bajo,0.48000000000000004,medio
1369105771_1460325532_0,1369105771,1460325532,0,22.148,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369105771_1460325664_0,1369105771,1460325664,0,59.522,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529285_1339256698_0,1369529285,1339256698,0,53.411,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529285_1369529313_0,1369529285,1369529313,0,60.222,living_street,50,1,0,0,0,1,2,1.0,0,0,bajo,0.56,medio
1369529286_1369529287_0,1369529286,1369529287,0,81.283,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529286_291180173_0,1369529286,291180173,0,84.918,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529287_8390256936_0,1369529287,8390256936,0,65.488,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529287_1369529291_0,1369529287,1369529291,0,82.173,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529291_1369529306_0,1369529291,1369529306,0,85.781,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529291_1339256758_0,1369529291,1339256758,0,85.177,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529293_12089480276_0,1369529293,12089480276,0,81.359,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529293_1369529331_0,1369529293,1369529331,0,96.22800000000001,residential,50,1,0,0,1,1,3,96.22800000000001,0,0,bajo,0.44000000000000006,medio
1369529306_1341846753_0,1369529306,1341846753,0,91.116,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529306_1369529285_0,1369529306,1369529285,0,88.042,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529309_7722402942_0,1369529309,7722402942,0,924.933,secondary,50,2,0,0,1,1,6,924.933,0,0,bajo,0.56,medio
1369529309_4308305490_0,1369529309,4308305490,0,96.345,living_street,50,1,0,0,1,1,3,96.345,0,0,bajo,0.56,medio
1369529309_1369529315_0,1369529309,1369529315,0,81.658,residential,50,1,0,0,1,1,3,81.658,0,0,bajo,0.44000000000000006,medio
1369529313_1369529285_0,1369529313,1369529285,0,60.222,living_street,50,1,0,0,0,1,2,1.0,0,0,bajo,0.56,medio
1369529315_801436671_0,1369529315,801436671,0,80.236,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529315_1369529337_0,1369529315,1369529337,0,108.023,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529327_8785343706_0,1369529327,8785343706,0,54.388,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529327_8390274872_0,1369529327,8390274872,0,53.229,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529329_12089480278_0,1369529329,12089480278,0,4.326,pedestrian,50,1,0,0,0,1,2,1.0,0,0,bajo,0.56,medio
1369529329_1369529333_0,1369529329,1369529333,0,49.643,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
1369529331_1369529345_0,1369529331,1369529345,0,75.512,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529331_1224435540_0,1369529331,1224435540,0,54.501,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529333_12089480277_0,1369529333,12089480277,0,4.717,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529333_8785175084_0,1369529333,8785175084,0,30.669,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
1369529335_1369529286_0,1369529335,1369529286,0,89.39,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529335_1341846736_0,1369529335,1341846736,0,84.434,secondary,50,4,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
1369529335_1579128448_0,1369529335,1579128448,0,78.797,pedestrian,50,1,0,0,0,1,2,1.0,0,0,bajo,0.56,medio
1369529337_8771165602_0,1369529337,8771165602,0,62.404,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529337_1369529333_0,1369529337,1369529333,0,86.47800000000001,residential,50,2,0,0,1,1,4,86.47800000000001,0,0,bajo,0.44000000000000006,medio
1369529345_1224744792_0,1369529345,1224744792,0,95.505,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369529345_1394290418_0,1369529345,1394290418,0,83.562,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369636268_1459071708_0,1369636268,1459071708,0,74.279,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369636268_1975878344_0,1369636268,1975878344,0,103.333,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369636274_1475405232_0,1369636274,1475405232,0,118.398,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369636274_1367414649_0,1369636274,1367414649,0,69.032,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369636292_2920516323_0,1369636292,2920516323,0,62.218,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1369636292_2920516321_0,1369636292,2920516321,0,39.997,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1370702242_4047340629_0,1370702242,4047340629,0,6.79,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1370702242_1394294016_0,1370702242,1394294016,0,168.454,primary,50,2,0,0,1,1,3,168.454,0,0,bajo,0.64,alto
1374237150_1374237229_0,1374237150,1374237229,0,97.099,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237150_1967746663_0,1374237150,1967746663,0,63.295,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237164_1967746662_0,1374237164,1967746662,0,128.034,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237164_1394417725_0,1374237164,1394417725,0,84.624,tertiary,50,1,0,0,1,1,2,1.0,0,0,bajo,0.48000000000000004,medio
1374237168_8785423343_0,1374237168,8785423343,0,94.388,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374237169_7538115250_0,1374237169,7538115250,0,49.204,tertiary,50,1,0,0,1,1,2,1.0,0,0,bajo,0.48000000000000004,medio
1374237169_1394417735_0,1374237169,1394417735,0,43.636,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237174_1374237247_0,1374237174,1374237247,0,120.525,residential,50,1,0,0,1,1,4,120.525,0,0,bajo,0.44000000000000006,medio
1374237174_1374246998_0,1374237174,1374246998,0,73.824,residential,50,1,0,0,1,1,4,73.824,0,0,bajo,0.44000000000000006,medio
1374237176_1374237231_0,1374237176,1374237231,0,93.072,living_street,50,1,0,0,0,1,2,1.0,0,0,bajo,0.56,medio
1374237176_8816725234_0,1374237176,8816725234,0,32.187,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237183_1967746663_0,1374237183,1967746663,0,99.294,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237183_1374237229_0,1374237183,1374237229,0,62.521,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237192_1374237212_0,1374237192,1374237212,0,91.941,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237192_1374237176_0,1374237192,1374237176,0,40.879,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237206_1374237150_0,1374237206,1374237150,0,83.387,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237207_1374237237_0,1374237207,1374237237,0,83.007,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237207_1374237168_0,1374237207,1374237168,0,23.877,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237208_1374237164_0,1374237208,1374237164,0,192.983,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237208_1374237174_0,1374237208,1374237174,0,84.702,residential,50,1,0,0,1,1,3,84.702,0,0,bajo,0.44000000000000006,medio
1374237211_7703051010_0,1374237211,7703051010,0,22.983,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374237211_1374237226_0,1374237211,1374237226,0,85.202,primary,50,2,0,0,1,1,8,85.202,0,0,bajo,0.64,alto
1374237212_1394417724_0,1374237212,1394417724,0,26.784,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237212_8814514826_0,1374237212,8814514826,0,19.512,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237215_1374261398_0,1374237215,1374261398,0,33.427,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237215_12031988931_0,1374237215,12031988931,0,108.33600000000001,primary,50,2,0,0,1,1,3,108.33600000000001,0,0,bajo,0.64,alto
1374237226_1374237237_0,1374237226,1374237237,0,34.238,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237226_1374237168_0,1374237226,1374237168,0,84.485,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374237229_8770863496_0,1374237229,8770863496,0,41.513,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237229_12031988942_0,1374237229,12031988942,0,97.425,residential,50,1,0,0,1,1,3,97.425,0,0,bajo,0.44000000000000006,medio
1374237231_1374237176_0,1374237231,1374237176,0,93.072,living_street,50,1,0,0,0,1,2,1.0,0,0,bajo,0.56,medio
1374237231_1374237212_0,1374237231,1374237212,0,38.328,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237233_1374237208_0,1374237233,1374237208,0,84.832,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237233_1374246976_0,1374237233,1374246976,0,75.91,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237237_1374261423_0,1374237237,1374261423,0,102.17,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237237_1374237207_0,1374237237,1374237207,0,83.007,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374237247_12031988938_0,1374237247,12031988938,0,89.747,residential,50,1,0,0,1,1,4,89.747,0,0,bajo,0.44000000000000006,medio
1374237247_1374237169_0,1374237247,1374237169,0,192.67600000000002,residential,50,1,0,0,1,1,3,192.67600000000002,0,0,bajo,0.44000000000000006,medio
1374246929_1374247038_0,1374246929,1374247038,0,97.528,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246930_1374271132_0,1374246930,1374271132,0,78.373,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246930_1374247022_0,1374246930,1374247022,0,131.94,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246939_1374261383_0,1374246939,1374261383,0,108.874,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246939_6441687381_0,1374246939,6441687381,0,84.264,pedestrian,50,1,0,0,0,1,2,1.0,0,0,bajo,0.56,medio
1374246942_1374246999_0,1374246942,1374246999,0,84.803,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246942_1374247039_0,1374246942,1374247039,0,84.071,residential,50,1,0,0,1,1,4,84.071,0,0,bajo,0.44000000000000006,medio
1374246944_574777570_0,1374246944,574777570,0,90.195,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246944_574777530_0,1374246944,574777530,0,149.892,residential,50,1,0,0,1,1,3,149.892,0,0,bajo,0.44000000000000006,medio
1374246949_574777507_0,1374246949,574777507,0,94.278,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246949_130153676_0,1374246949,130153676,0,103.866,residential,40,1,0,0,1,1,3,103.866,0,0,bajo,0.32000000000000006,medio
1374246960_1374246949_0,1374246960,1374246949,0,96.216,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246960_8370304318_0,1374246960,8370304318,0,38.155,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246960_4591345055_0,1374246960,4591345055,0,90.779,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246961_1374237247_0,1374246961,1374237247,0,76.22399999999999,residential,50,1,0,0,1,1,4,76.22399999999999,0,0,bajo,0.44000000000000006,medio
1374246961_1374246998_0,1374246961,1374246998,0,126.519,residential,50,1,0,0,1,1,4,126.519,0,0,bajo,0.44000000000000006,medio
1374246976_1374246994_0,1374246976,1374246994,0,93.512,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246976_1374246929_0,1374246976,1374246929,0,89.059,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246980_1374261395_0,1374246980,1374261395,0,99.369,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246980_8785170227_0,1374246980,8785170227,0,30.095,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246988_1374261330_0,1374246988,1374261330,0,82.857,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246988_1374246930_0,1374246988,1374246930,0,126.93699999999998,residential,50,1,0,0,1,1,4,126.93699999999998,0,0,bajo,0.44000000000000006,medio
1374246992_1374246999_0,1374246992,1374246999,0,85.61399999999999,residential,50,1,0,0,1,1,4,85.61399999999999,0,0,bajo,0.44000000000000006,medio
1374246992_1374247039_0,1374246992,1374247039,0,92.8,pedestrian,50,1,0,0,0,1,3,92.8,0,0,bajo,0.56,medio
1374246994_1374246939_0,1374246994,1374246939,0,73.613,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246994_1374247038_0,1374246994,1374247038,0,89.822,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246996_1374271131_0,1374246996,1374271131,0,23.699,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246996_1374247035_0,1374246996,1374247035,0,83.534,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246998_1374246942_0,1374246998,1374246942,0,60.791,residential,50,1,0,0,1,1,3,60.791,0,0,bajo,0.44000000000000006,medio
1374246998_1967746666_0,1374246998,1967746666,0,83.256,residential,50,1,0,0,1,1,3,83.256,0,0,bajo,0.44000000000000006,medio
1374246999_1374261370_0,1374246999,1374261370,0,137.706,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374246999_1674082968_0,1374246999,1674082968,0,60.583,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374247006_1374246944_0,1374247006,1374246944,0,69.044,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374247006_8775600789_0,1374247006,8775600789,0,25.753,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374247020_1374246961_0,1374247020,1374246961,0,132.322,residential,50,1,0,0,1,1,3,132.322,0,0,bajo,0.44000000000000006,medio
1374247020_12031988936_0,1374247020,12031988936,0,89.277,residential,50,1,0,0,1,1,3,89.277,0,0,bajo,0.44000000000000006,medio
1374247022_1374271112_0,1374247022,1374271112,0,76.071,residential,50,2,0,0,1,1,3,76.071,0,0,bajo,0.44000000000000006,medio
1374247022_12032015752_0,1374247022,12032015752,0,94.703,residential,50,1,0,0,1,1,3,94.703,0,0,bajo,0.44000000000000006,medio
1374247035_8370304317_0,1374247035,8370304317,0,40.696,residential,40,1,0,0,1,1,2,1.0,0,0,bajo,0.32000000000000006,medio
1374247035_8784333896_0,1374247035,8784333896,0,41.591,secondary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
1374247038_1374246980_0,1374247038,1374246980,0,74.048,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374247038_1374246994_0,1374247038,1374246994,0,89.822,residential,50,1,0,0,0,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374247039_1967746666_0,1374247039,1967746666,0,61.458,residential,50,1,0,0,1,1,4,61.458,0,0,bajo,0.44000000000000006,medio
1374247039_1374246992_0,1374247039,1374246992,0,92.8,pedestrian,50,1,0,0,0,1,3,92.8,0,0,bajo,0.56,medio
1374247040_8370653091_0,1374247040,8370653091,0,47.887,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374247040_1374247035_0,1374247040,1374247035,0,95.159,secondary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
1374261327_6463272545_0,1374261327,6463272545,0,10.631,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261327_1460325829_0,1374261327,1460325829,0,120.69,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261328_6289574179_0,1374261328,6289574179,0,7.644,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261328_4078758440_0,1374261328,4078758440,0,112.695,primary,50,2,0,0,1,1,4,112.695,0,0,bajo,0.64,alto
1374261330_6441688389_0,1374261330,6441688389,0,14.305,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261330_1374261360_0,1374261330,1374261360,0,85.485,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261337_6441687383_0,1374261337,6441687383,0,43.216,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261337_962423141_0,1374261337,962423141,0,128.733,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261338_1374271122_0,1374261338,1374271122,0,94.625,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261339_6289574173_0,1374261339,6289574173,0,5.516,residential,50,1,0,0,1,0,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261339_1374261384_0,1374261339,1374261384,0,80.281,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261342_1374247020_0,1374261342,1374247020,0,54.018,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261342_12031988935_0,1374261342,12031988935,0,92.513,residential,50,1,0,0,0,1,3,92.513,0,0,bajo,0.44000000000000006,medio
1374261348_962426208_0,1374261348,962426208,0,68.598,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261348_1374271126_0,1374261348,1374271126,0,59.46,residential,50,1,0,0,1,1,3,59.46,0,0,bajo,0.44000000000000006,medio
1374261360_1374261412_0,1374261360,1374261412,0,99.697,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261360_1374247040_0,1374261360,1374247040,0,78.474,secondary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
1374261361_1460325605_0,1374261361,1460325605,0,130.619,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261366_1374261337_0,1374261366,1374261337,0,60.261,residential,50,2,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261366_12032015754_0,1374261366,12032015754,0,88.30799999999999,residential,50,1,0,0,1,1,3,88.30799999999999,0,0,bajo,0.44000000000000006,medio
1374261370_1374237207_0,1374261370,1374237207,0,95.707,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261370_1374261423_0,1374261370,1374261423,0,81.38,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261373_8370292917_0,1374261373,8370292917,0,105.317,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261376_12032015758_0,1374261376,12032015758,0,54.244,primary,50,3,0,0,1,1,3,54.244,0,0,bajo,0.64,alto
1374261377_130153606_0,1374261377,130153606,0,122.39,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261378_8784333900_0,1374261378,8784333900,0,45.46,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261378_8370304326_0,1374261378,8370304326,0,38.101,secondary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.56,medio
1374261381_962426208_0,1374261381,962426208,0,129.56300000000002,residential,50,1,0,0,1,1,3,129.56300000000002,0,0,bajo,0.44000000000000006,medio
1374261381_1374261400_0,1374261381,1374261400,0,103.14,residential,50,1,0,0,1,1,4,103.14,0,0,bajo,0.44000000000000006,medio
1374261383_1374261395_0,1374261383,1374261395,0,89.999,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261383_1374237211_0,1374261383,1374237211,0,153.04500000000002,residential,50,1,0,0,1,1,3,153.04500000000002,0,0,bajo,0.44000000000000006,medio
1374261384_1394417743_0,1374261384,1394417743,0,102.756,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261384_1374261394_0,1374261384,1374261394,0,79.169,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261389_4085371590_0,1374261389,4085371590,0,23.553,primary,50,2,0,0,1,1,4,23.553,0,0,bajo,0.64,alto
1374261390_12031988934_0,1374261390,12031988934,0,1.552,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261390_1367220308_0,1374261390,1367220308,0,93.953,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261391_1374261394_0,1374261391,1374261394,0,56.624,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261391_1394417743_0,1374261391,1394417743,0,88.998,primary,50,3,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261394_7703080598_0,1374261394,7703080598,0,54.293,primary,50,2,0,0,1,1,2,1.0,0,0,bajo,0.64,alto
1374261395_1374261391_0,1374261395,1374261391,0,124.656,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261395_8370446795_0,1374261395,8370446795,0,38.63,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261398_1374261427_0,1374261398,1374261427,0,58.641,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261398_12031988932_0,1374261398,12031988932,0,100.93799999999999,residential,50,1,0,0,0,1,3,100.93799999999999,0,0,bajo,0.44000000000000006,medio
1374261400_962423141_0,1374261400,962423141,0,64.854,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
1374261400_1374271125_0,1374261400,1374271125,0,66.839,residential,50,1,0,0,1,1,2,1.0,0,0,bajo,0.44000000000000006,medio
